QKEY,INTERVIEW_START_W68,INTERVIEW_END_W68,DEVICE_TYPE_W68,LANG_W68,FLOYDFOL_W68,FLOYDDISC_W68,FLOYDCOVER_W68,FLOYDATTN_W68,FLOYDATTN2_a_W68,FLOYDATTN2_b_W68,FLOYDATTN2_c_W68,FLOYDATTN2_d_W68,FLOYDATTN2_e_W68,FLOYDATTN2_f_W68,FLOYDPROT_a_W68,FLOYDPROT_b_W68,FLOYDPROT_c_W68,FLOYDPROT_d_W68,FLOYDTRUMPFOL_W68,FLOYDTRUMPMSSG_W68,FLOYDSTLOCFOL_W68,FLOYDSM_W68,LGLSTATUS_W68,DACA2018_W68,RACESURV20_W68,COVIDRACE2_a_W68,COVIDRACE2_b_W68,COVIDRACE2_c_W68,COVIDRACE2_d_W68,RACESURV53_a_W68,RACESURV53_b_W68,RACESURV53_e_W68,RACESURV53_f_W68,RACESURV53_h_W68,COVIDRACE3_a_W68,COVIDRACE3_b_W68,COVIDRACE3_c_W68,COVIDRACE3_d_W68,COVIDRACE7_a_W68,COVIDRACE7_b_W68,COVIDRACE7_c_W68,COVIDRACE7_d_W68,COVIDRACE8_W68,COVIDFOL_W68,COVIDCOVER1_W68,COVIDTRUMPFOL_W68,COVIDFACTS_a_W68,COVIDFACTS_b_W68,COVIDFACTS_c_W68,COVIDFACTS_d_W68,COVIDFACTS_e_W68,COVIDDEAL_W68,COVIDNEWSCHNG_a_W68,COVIDNEWSCHNG_b_W68,COVIDNEWSCHNG_c_W68,COVIDNEWSCHNG_d_W68,COVIDNEWSCHNG_e_W68,COVIDTOGETHER_W68,COVIDINFODIFF_W68,COVIDLOCINFO_W68,NEWSHEARD_l_W68,NEWSHEARD_m_W68,NEWSHEARD_n_W68,NEWSHEARD_o_W68,NEWSHEARD_g_W68,NEWSHEARD_i_W68,NEWSHEARD_j_W68,RACESURV14_W68,EQUALEFFECT_a_W68,EQUALEFFECT_b_W68,EQUALEFFECT_c_W68,EQUALEFFECT_d_W68,BLM_W68,RACEACTIVISM_a_W68,RACEACTIVISM_b_W68,RACEACTIVISM_c_W68,RACEACTIVISM_d_W68,RACEACTIVISM_e_W68,COVIDMV_a_W68,COVIDMV_b_W68,COVIDMVWY_W68,COVIDMVWRE_W68,COVIDMVIN_a_W68,COVIDMVIN_b_W68,COVIDMVIN_c_W68,COVIDMVIN_d_W68,COVIDMVKNW_W68,COVIDCOUNT_W68,COVIDCOUNT2_W68,COVIDSTYHM_W68,COVIDUNEMPLOY_W68,COVIDANTIBODIES_W68,KNOWFAUCI_W68,COVIDMASK1_W68,COVIDMASK2_W68,COVIDMASK3_W68,COVIDPLANHRD_W68,COVIDPLANTRUE_W68,COVIDPLANWATCH_W68,CAMPNII_W68,CAMP20INT_W68,CANDNEWS_a_W68,CANDNEWS_b_W68,GROUP_TRUST_a_W57,NEWS_MOST_W57,TALKPOL_W57,FOLELECT_W57,CR_PARTYNEWSUSE_W57,CR_NEWS_INFLU_W57,CR_DIG_SAV_W57,CR_MAINSOPOL_GROUPS_W57,CR_KNOWLEDGE_INDEX_W57,COVIDNEWSRELY_W66,CR_COVID_DEATHS_CNTY_W68,CR_COVID_DEATHS_PERCAP_W68,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,FLAG_W68,WEIGHT_W68
2.02E+11,6/7/2020 16:16,6/7/2020 16:31,1,1,2,3,4,1,1,2,1,3,3,1,1,1,2,2,3,2,3,1,1,1,2,3,1,2,3,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,3,3,3,3,3,3,3,1,2,2,1,2,1,2,1,2,3,3,2,3,3,3,3,3,3,4,4,2,4,3,3,3,2,3,3,3, , , , , , ,2,4,1,2,3,3,3,1,1,3,3, , ,3,2,2,2,3,3,3,3,7,3,1,,3,6,2,2,1,4,2,1,2,4,,,,1,1,2,, ,5,3,1,1,,,1,2,1,2,,6,1,1,2,2.112282587
2.02E+11,6/5/2020 17:41,6/9/2020 15:51,2,1,2,3,3,3,2,2,2,3,3,2,3,1,1,2,2,,2,4,1,2,2,3,3,3,3,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2,1,2,2,2,2,2,2,2,1,2,2,3,2,3,3,3,2,1,4,3,3, , , , , , ,2,3,9,1,5,1,3,1,1,3,3, , ,2,3,1,1,2,7,2,2,2,2,2,,3,4,2,2,1,4,3,1,1,5,2,1,1,1,1,1,9, ,5,1, ,1,8,1,1,2,1,2,3,6,1,1,2,1.173272019
2.02E+11,6/5/2020 19:48,6/5/2020 20:02,3,1,2,3,4,1,3,1,2,1,3,1,1,1,3,2,1,1,2,4,1,2,3,3,3,3,3,2,2,1,1,1,2,2,2,2,1,2,3,3,1,1,4,1,1,4,4,4,4,1,3,3,3,1,2,3,2,1,3,2,2,2,1,1,1,1,4,4,4,4,4,3,3,3,1,4,3,3, , , , , , ,2,5,1,2,4,2,3,4,1,4,2,1,3,1,1,1,2,4,5,1,1,2,1,1,4,3,4,2,2,1,4,4,2,3,2,2,1,1,1,1,1,1,1,1,1, ,1,8,1,1,2,1,1,3,6,1,1,2,1.165116252
2.02E+11,6/7/2020 14:47,6/7/2020 15:05,1,1,2,3,3,1,1,3,3,3,1,1,1,1,1,1,3,,3,1,1,2,2,3,2,3,3,2,1,1,2,2,2,1,2,2,2,2,2,2,,2,4,2,3,4,3,4,3,1,2,2,2,,2,3,1,1,3,2,3,2,2,2,2,1,4,4,3,3,4,3,3,3,1,3,1,3,5,7, , , , , ,5,1,3,4,3,3,1,1,4,1,2,2,2,3,2,2,3,6,3,3,7,3,1,,1,10,2,2,1,4,1,1,1,5,2,1,1,1,1,2,12, ,6,3,1,1,9,1,2,3,1,1,2,6,1,2,2,1.322407779
2.02E+11,6/5/2020 19:15,6/5/2020 19:37,2,2,2,3,3,3,3,1,1,2,3,2,1,4,1,1,3,3,3,1,2,1,2,3,3,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,3,2,2,2,2,1,2,2,3,2,3,3,1,1,2,2,3,1,3,1,2,4,2,1,2,2,2,3,3,3,1,3,3,3, , , , , , ,2,4,1,1,9,2,3,1,1,4,1,2,3,3,2,2,2,1,7,3,3,5,3,2,,1,3,2,2,1,4,1,2,3,2,1,1,3,2,6,1,2,2,1,4,2,2,2,3, ,3,1,1,1,1,2,3,1,0.606648108
2.02E+11,6/7/2020 16:40,6/7/2020 17:04,2,1,3,4,3,1,3,3,3,3,3,3,1,1,1,1,3,2,3,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,5,3,2,3,3,1,2,2,1,3,1,3,1,2,2,2,3,2,2,2,3,4,2,3,2,3,3,3,3,3,1,3,3,3, , , , , , ,2,1,1,3,4,2,3,1,1,4,1,1,1,3,3,2,2,3,6,4,3,7,3,1,6,1,6,2,2,1,4,2,2,1,5,2,5,4,1,1,1,12, ,5,4,1,1,7,1,1,3,1,1,2,6,1,2,2,0.332466243
2.02E+11,6/6/2020 1:37,6/6/2020 1:51,2,1,3,5,3,3,2,1,3,2,3,3,2,1,2,2,4,3,4,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,3,4,3,2,2,3,1,2,2,2,3,1,3,2,1,3,2,3,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3, , , , , , ,2,2,2,1,9,1,3,1,1,4,3, , ,3,2,2,2,2,5,4,,4,,1,3,1,2,2,2,1,4,1,2,1,5,1,1,3,1,1,6,2,,3,2, ,2,,,1,2,1,1,3,1,1,3,2,0.351062362
2.02E+11,6/5/2020 18:17,6/5/2020 18:38,2,1,2,2,4,2,3,1,3,2,2,2,1,2,1,1,3,4,3,1,2,1,2,3,1,3,1,2,1,1,2,2,2,2,2,2,3,3,2,1,2,3,3,3,4,3,3,3,4,2,2,2,3,3,2,3,2,2,2,3,3,3,2,2,3,4,1,1,2,1,1,3,3,3,1,3,3,3, , , , , , ,2,1,1,2,9,1,2,1,1,4,1,1,3,4,4,2,2,1,2,2,3,5,3,1,7,1,6,2,2,1,4,1,2,2,4,1,5,3,1,1,1,2,2,4,3,2,2,3,3,1,3,1,2,1,1,1,3,2,1.034934717
2.02E+11,6/5/2020 22:18,6/5/2020 22:28,2,1,1,2,4,3,2,1,2,2,2,2,2,3,1,1,2,3,2,1,2,1,1,2,1,3,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,3,3,3,3,2,2,3,1,3,2,2,3,1,1,2,1,1,1,3,3,3,2,1,4,2,2,1,1,1,3,1,2,1,1,3,3, , , , , , ,2,1,1,2,9,2,5,1,1,4,2,2,3,3,3,2,1,2,3,2,3,5,3,1,3,1,6,2,2,1,4,1,2,1,5,1,1,3,1,1,6,2,2,4,3,2,2,6,2,1,3,2,1,2,1,1,3,2,1.101743468
2.02E+11,6/6/2020 0:34,6/6/2020 1:24,2,1,1,1,3,3,2,1,2,2,3,2,1,1,1,1,2,4,1,1,2,1,2,3,3,3,3,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,4,2,2,2,2,3,2,2,2,3,2,3,2,1,2,1,1,2,1,1,1,4,1,1,1,1,1,1,2,2,1,1,3,3, , , , , , ,2,2,2,2,3,2,3,1,1,3,2,3,2,1,2,1,1,1,5,2,1,5,2,3,5,3,2,2,2,1,4,4,1,2,3,1,4,3,1,1,1,2,2,5,2, ,2,5,2,1,4,1,2,2,1,1,4,2,0.423679641
2.02E+11,6/5/2020 19:45,6/5/2020 19:52,1,1,1,1,2,3,3,1,2,2,3,2,1,3,1,1,1,4,1,1,2,1,2,3,3,3,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,4,2,2,3,3,2,2,2,1,1,2,2,2,2,1,1,1,3,1,1,1,4,2,1,1,1,1,1,1,3,1,1,3,3, , , , , , ,2,5,1,2,2,2,3,1,1,3,2,4,3,1,1,2,1,1,7,1,1,5,1,1,9,2,7,2,2,1,4,2,2,1,6,1,1,3,1,1,6,5, ,5,2, ,2,7,1,1,4,1,2,2,5,1,4,2,0.3595945
2.02E+11,6/9/2020 15:56,6/9/2020 16:07,2,1,2,3,3,2,2,3,2,2,2,2,1,3,3,3,3,3,,1,2,1,2,3,3,3,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,3,3,,3,3,2,3,3,2,2,2,2,2,1,1,1,2,3,2,3,2,3,2,2,4,2,2,2,2,1,1,3,3,1,1,3,3, , , , , , ,2,5,1,2,3,2,2,1,1,2,2,2,3,3,3,2,2,2,6,4,4,5,3,1,,1,7,2,2,1,4,1,2,2,3,1,4,3,1,1,2,12, ,3,,,9,5,2,1,3,1,2,1,1,1,9,2,1.034934717
2.02E+11,6/5/2020 17:43,6/5/2020 19:18,2,1,2,3,2,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,2,1,2,3,3,3,3,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,3,2,2,3,3,1,1,2,3,3,1,2,1,3,3,2,1,1,2,2,1,1,3,3,3,1,3,2,3,1,3,3,3, , , , , , ,2,4,1,1,9,1,5,1,1,3,1,2,2,3,2,1,2,1,3,4,2, ,2,1,,1,3,2,2,1,4,3,2,2,3,2,1,1,1,1,3,12, ,5,3,1,1,1,3,1,3,1,2,1,6,1,2,2,1.211327682
2.02E+11,6/6/2020 2:13,6/6/2020 2:42,1,1,1,3,2,1,2,3,3,2,2,3,1,1,1,1,3,4,2,3,2,1,2,3,1,3,3,2,1,1,2,2,2,2,2,1,2,2,3,2,2,2,1,3,4,2,2,3,2,3,3,3,3,2,3,3,1,2,3,2,2,2,3,2,2,4,2,3,3,3,,3,3,3,2,3,3,2, , , , , , ,2,2,2,1,3,2,3,1,2,3,2,5,3,4,3,2,2,2,5,4,3,6,3,2,,1,3,2,2,1,4,3,2,3,1,1,1,3,1,1,1,2,2,6,2, ,2,4,2,3,3,1,2,1,5,1,3,2,1.250577194
2.02E+11,6/5/2020 18:03,6/5/2020 22:44,2,1,1,1,3,3,3,2,3,2,2,3,1,1,1,1,1,2,1,2,2,1,2,3,3,3,3,2,1,1,1,2,1,2,2,2,3,1,1,1,2,1,4,1,3,4,2,3,4,1,2,2,2,2,2,3,2,1,1,2,3,1,3,1,1,3,1,3,1,1,1,3,3,3,3,3,3,3, , , , , , ,1,5,1,2,9,3,3,1,1,4,1,1,3,2,4,2,2,3,6,3,3,2,3,1,3,2,7,2,2,1,4,2,2,3,2,1,5,3,1,1,1,1,1,4,4,1,1,2,3,1,3,1,2,1,1,1,2,2,1.654410738
2.02E+11,6/5/2020 21:09,6/5/2020 21:20,2,1,2,2,2,3,2,3,3,2,3,2,2,3,1,1,3,3,4,1,2,1,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,4,3,2,1,2,3,3,2,2,2,3,3,2,1,1,2,1,3,3,3,1,3,3,1,1,1,1,1,3,1,3,1,4,2,3, , , , , , ,2,5,2,2,3,2,5,1,1,4,2,3,3,3,2,2,1,1,6,2,3,4,3,1,,1,7,2,1,1,4,1,2,2,4,1,1,3,1,1,6,12, ,6,2, ,2,3,3,1,3,1,2,2,1,1,3,2,1.465171004
2.02E+11,6/6/2020 0:49,6/6/2020 1:03,1,1,1,3,2,3,2,3,3,3,3,2,1,2,1,1,3,,2,2,2,1,3,3,1,3,3,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,4,2,2,2,2,3,1,1,3,1,3,2,1,1,1,1,2,1,3,1,1,4,1,1,2,1,1,3,3,2,2,3,3,3, , , , , , ,2,2,2,1,9,2,3,1,1,4,3, , ,2,1,2,2,2,3,1,2,4,2,1,3,2,6,2,1,1,4,3,2,1,6,2,1,1,1,1,1,12, ,5,2, ,2,6,2,1,4,1,1,2,6,1,4,2,0.243031792
2.02E+11,6/5/2020 21:31,6/5/2020 22:14,2,1,2,2,4,1,2,3,1,3,3,1,2,1,2,2,2,1,2,2,1,2,2,3,3,3,3,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,4,2,2,3,3,3,3,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,3,3,3,3,4,3,3,3,1,3,3,3, , , , , , ,2,2,1,2,3,2,3,2,2,4,3, , ,2,1,1,1,3,7,1,1,2,1,2,4,3,4,2,1,1,4,4,1,1,6,2,1,1,1,1,1,2,2,2,1, ,1,7,1,1,1,1,1,2,6,1,1,2,0.285434724
2.02E+11,6/5/2020 18:50,6/5/2020 19:16,1,1,1,2,4,1,2,2,1,2,3,1,2,1,2,2,1,1,2,3,2,2,1,1,2,3,3,1,1,1,1,1,2,2,1,1,1,2,2,3,1,1,4,1,2,4,4,4,4,1,2,2,1,1,1,2,2,1,3,2,2,2,2,1,2,1,2,2,4,1,4,2,3,3,1,3,3,3, , , , , , ,2,5,1,2,3,2,3,2,1,3,2,3,3,1,1,1,2,3,5,2,2,2,1,1,,3,4,2,1,1,4,2,1,1,6,1,1,3,1,1,1,2,2,1,1, ,1,7,1,1,1,1,1,2,1,1,1,2,0.325519575
2.02E+11,6/9/2020 16:29,6/9/2020 16:43,2,1,1,1,2,3,2,3,3,2,2,2,1,1,1,1,2,4,2,1,2,1,3,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,4,2,1,4,2,1,2,2,2,3,1,2,1,2,2,1,1,3,2,2,1,4,1,1,1,1,1,3,3,3,1,1,2,3, , , , , , ,2,2,2,1,3,2,3,1,1,4,2,5,3,3,3,2,2,1,2,1,3,3,3,1,1,3,3,2,1,1,4,2,2,1,5,2,1,1,1,1,1,2,2,5,4,1,1,7,1,3,3,1,2,2,6,1,2,2,1.962386156
2.02E+11,6/6/2020 15:42,6/6/2020 16:20,2,2,1,1,1,1,2,3,3,2,2,2,1,1,1,3,1,4,4,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,4,5,1,1,1,1,2,1,1,1,1,3,1,2,2,2,1,1,3,1,1,1,4,4,4,4,4,1,3,3,3,1,2,3,3, , , , , , ,2,3,9,1,9,3,3,1,1,3,1,2,3,4,4,2,2,2,4,3,2, ,2,1,,1,1,2,1,1,4,2,1,3,2,1,5,3,2,6,1,2,2,5,3,,9,4,2, ,,1,2,1,1,3,9,1,3.713747031
2.02E+11,6/9/2020 15:34,6/9/2020 15:59,2,2,1,2,2,1,3,3,3,3,3,3,1,1,1,2,1,1,1,1,,1,2,3,3,3,3,2,1,2,2,2,1,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,3,2,2,2,2,2,2,2,3,4,3,4,3,3,3,1,1,2,3, , , , , , ,2,3,9,2,9,3,5,1,3,4,1,2,3,2,1,2,2,2,5,3,2,7,2,2,4,1,7,1,1,1,4,2,1,2,3,2,5,4,2,6,1,2,2,5,1, ,1,,, ,3,1,1,2,6,2,2,1,1.323511189
2.02E+11,6/5/2020 18:45,6/5/2020 21:34,2,1,1,2,2,1,3,3,2,3,2,3,1,1,1,1,1,4,1,3,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,3,1,1,3,1,2,2,1,2,4,1,5,4,1,2,2,1,2,1,3,1,2,2,1,3,3,2,2,3,4,3,4,3,3,2,3,3,3,1,3,3,3, , , , , , ,1,4,1,2,3,3,3,1,3,4,2,5,3,3,1,2,2,3,7,2,2,5,1,2,8,1,7,1,1,1,4,2,2,2,4,1,5,3,1,5,1,12, ,6,3,2,2,2,3,1,3,1,2,1,1,4,3,2,2.504046688
2.02E+11,6/7/2020 22:54,6/7/2020 23:39,1,1,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,4,2,4,4,1,3,2,2,1,3,3,1,1,2,1,2,1,3,2,2,2,3,3,4,3,3,3,3,3,1,3,3,3, , , , , , ,2,3,9,1,3,2,5,1,2,3,3, , ,1,1,2,2,3,5,2,1,1,2,1,4,1,2,2,2,1,4,2,1,2,4,1,1,3,1,1,6,9, ,6,1, ,1,2,3,1,2,1,2,2,1,1,1,2,1.197283017
2.02E+11,6/5/2020 20:55,6/5/2020 21:09,2,1,2,2,2,3,1,1,3,2,3,3,1,4,1,1,2,3,3,1,2,2,1,3,3,3,3,2,1,1,1,2,2,1,2,2,1,1,3,3,1,2,2,2,3,1,2,2,2,3,2,2,2,3,2,2,2,1,3,2,2,2,2,2,2,4,1,2,2,1,1,3,1,3,1,1,2,3, , , , , , ,2,1,2,2,3,1,3,1,3,2,1,2,3,3,3,2,2,1,4,3,3,5,2,1,1,3,3,2,2,1,4,2,1,1,5,2,3,5,1,1,2,12, ,5,2, ,2,2,3,1,3,1,2,2,6,1,3,2,0.915915249
2.02E+11,6/5/2020 22:13,6/6/2020 17:17,2,1,2,1,3,1,3,3,3,3,3,3,1,1,1,1,3,2,4,4,1,1,,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,3,3,3,5,5,5,5,5,1,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,3,3, , , , , , ,2,5,1,3,9,3,5,5,5,3,3, , ,4,4,2,2,2,6,3,3,5,3,2,,1,3,2,1,1,4,1,2,2,3,1,5,3,1,1,2,12, ,6,3,2,2,1,3,1,3,1,1,1,1,1,3,2,0.855625779
2.02E+11,6/8/2020 1:29,6/8/2020 2:43,2,1,2,2,2,3,3,1,1,2,3,3,1,1,1,2,2,4,2,2,2,1,2,1,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,2,2,2,2,3,2,2,1,2,3,3,1,1,2,1,2,2,2,2,1,4,1,2,2,1,1,3,3,3,1,1,3,2, , , , , , ,1,4,1,1,9,2,3,1,1,4,2,2,3,2,1,2,2,2,5,2,2,5,2,1,2,2, ,2,1,1,4,2,2,2,3,1,1,3,1,1,1,2,2,2,2, ,2,9,1,1,3,1,2,,1,1,3,2,0.594480676
2.02E+11,6/5/2020 19:22,6/6/2020 15:04,2,1,2,3,2,3,3,3,3,3,3,3,1,1,1,1,3,,3,3,2,1,2,3,3,3,3,2,2,2,1,1,1,2,2,1,1,2,3,3,2,1,1,2,3,2,1,2,2,3,2,3,3,2,3,3,1,2,2,2,3,2,3,2,3,,2,4,4,1,,3,3,3,1,3,3,3, , , , , , ,2,4,1,2,9,2,3,1,2,4,1,2,3,3,2,2,2,1,7,3,3,5,3,1,,1,7,2,1,1,4,2,2,2,4,1,1,3,1,,6,1,2,3,2, ,2,,,1,2,2,2,,1,,3,2,1.402304943
2.02E+11,6/5/2020 22:18,6/5/2020 22:37,1,1,2,2,4,1,1,1,3,2,3,2,1,1,2,1,2,2,2,2,1,,2,3,3,3,3,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,3,2,2,3,3,3,2,3,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,3,4,2,4,3,3,3,1,3,3,3, , , , , , ,2,2,1,2,3,2,3,1,1,4,2,3,3,2,1,2,2,3,5,3,2,2,2,2,4,3,4,1,1,1,4,4,2,1,6,1,1,3,1,1,1,1,1,4,1, ,1,9,1,1,2,1,1,3,5,1,1,2,0.22814816
2.02E+11,6/6/2020 2:46,6/6/2020 3:05,1,1,2,3,4,1,2,2,1,1,1,1,3,1,2,3,2,1,2,1,1,2,2,1,3,3,3,1,1,1,1,2,1,2,2,2,1,3,3,3,1,2,4,2,3,4,4,4,4,1,3,3,3,1,3,3,1,1,2,2,2,1,2,2,2,1,3,3,4,2,4,3,3,3,3,4,3,3, , , , , , ,2,5,1,2,3,2,3,3,3,3,2,2,3,1,1,2,2,4,7,1,1,1,2,1,,2,10,2,1,1,4,4,1,2,3,2,1,1,1,1,1,1,1,1,3,1,1,5,2,1,1,1,1,2,6,1,1,2,0.366951681
2.02E+11,6/5/2020 19:20,6/5/2020 19:37,2,1,3,4,3,3,3,3,3,3,2,3,1,1,1,1,3,2,3,1,2,1,3,2,1,2,2,2,1,1,2,2,2,1,2,1,1,3,3,3,2,3,2,3,3,3,2,4,3,1,3,3,3,3,1,3,1,1,3,1,3,3,1,2,3,1,3,4,3,3,2,3,3,3,3,3,3,3, , , , , , ,2,5,1,2,9,3,5,1,1,1,3, , ,4,2,2,2,2,6,4,4,6,3,1,,1,8,3,2,1,4,2,2,1,5,1,1,3,1,1,4,2,2,5,2, ,2,4,2,1,2,2,1,1,5,1,3,2,0.371112758
2.02E+11,6/5/2020 3:43,6/5/2020 3:55,1,1,1,1,4,2,2,1,2,2,2,2,2,1,1,1,4,4,2,1,2,1,1,3,3,3,3,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,3,2,4,4,1,3,3,2,2,2,2,1,2,1,1,2,2,2,2,2,3,2,1,4,1,1,1,1,1,2,3,2,1,1,3,2, , , , , , ,2,1,1,2,3,3,1,1,4,1,3, , ,2,3,2,2,3,7,3,3,7,3,1,,2,7,2,2,1,4,1,1,2,3,1,4,3,1,1,6,10, ,6,4,2,2,3,3,1,3,1,2,1,1,1,3,1,2.835525775
2.02E+11,6/8/2020 6:43,6/8/2020 7:13,2,2,2,3,2,3,2,3,3,3,2,3,1,1,2,1,2,4,3,1,2,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,3,1,1,,,1,1,2,3,2,,1,2,3,2,2,2,3,3,,1,1,3,2,3,,2,1,1,4,1,1,1,1,1,3,3,3,1,3,3,3, , , , , , ,2,,9,2,5,3,5,1,1,4,2,5,3,3,2,2,2,1,3,4,2, ,2,2,,1,3,1,1,1,4,2,2,3,1,1,,3,,6,1,2,,5,,,9,,, ,3,1,2,2,5,3,9,1,1.450615824
2.02E+11,6/6/2020 23:42,6/7/2020 0:05,2,1,2,3,3,1,1,1,1,2,3,1,3,1,1,2,3,3,3,1,2,1,3,3,3,3,3,2,2,1,2,2,2,2,2,2,1,1,3,2,1,2,2,3,3,3,2,3,3,3,2,2,2,2,2,1,1,1,2,3,2,2,3,2,1,3,2,3,3,1,2,3,3,3,1,3,3,3, , , , , , ,2,3,9,1,3,2,3,1,1,4,2,3,3,3,3,2,2,2,4,3,3,3,3,1,1,2,3,2,1,1,4,2,2,2,4,1,1,3,1,1,1,12, ,6,1, ,1,7,1,3,3,1,1,2,1,1,2,2,0.846433932
2.02E+11,6/7/2020 18:58,6/7/2020 19:19,1,1,2,3,2,3,3,3,3,3,3,3,1,2,1,1,2,4,2,1,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,3,3,3,3,3,3,3,1,2,2,2,2,3,3,2,2,4,1,2,2,1,1,3,3,3,2,3,3,3, , , , , , ,2,2,2,2,9,2,3,1,1,4,2,3,3,3,1,2,2,2,1,4,2,7,2,2,,2,7,1,1,1,4,3,2,2,3,2,1,1,1,1,1,12, ,6,4,2,2,,,1,3,1,1,,6,1,3,2,0.357192482
2.02E+11,6/5/2020 19:58,6/5/2020 20:41,2,1,2,2,3,3,3,1,2,2,3,2,1,4,1,1,2,4,3,2,2,1,2,3,3,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,1,2,2,4,3,2,2,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,2,1,4,2,2,1,1,2,3,3,2,1,3,1,3,3,1, , , , , ,3,9,2,3,2,3,1,1,2,1,4,3,3,3,2,2,2,7,2,2,5,2,1,9,3,3,1,1,1,4,1,1,3,2,1,1,3,1,1,6,2,2,2,3,2,2,5,2,1,4,1,1,2,5,1,4,2,1.857552855
2.02E+11,6/5/2020 19:13,6/5/2020 19:42,2,1,1,3,1,3,3,3,2,3,2,2,1,1,1,1,1,4,1,3,2,1,1,3,3,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,4,2,1,1,2,2,3,3,2,3,3,3,2,1,2,1,2,1,2,1,1,4,1,1,1,1,1,3,3,2,1,2,3,1, , ,1,2,2,2, ,5,1,3,3,2,3,1,1,3,2,3,3,1,1,1,1,2,7,1,1,5,1,2,3,2,6,2,1,1,4,3,2,2,3,1,5,3,1,1,5,12, ,4,2, ,2,7,1,1,3,1,1,2,1,1,3,2,0.270083735
2.02E+11,6/5/2020 20:12,6/5/2020 20:27,2,1,3,2,1,3,3,3,3,3,3,2,1,2,1,1,3,4,3,1,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,3,4,2,1,2,2,1,2,2,1,1,2,2,2,1,3,2,2,2,2,2,2,4,1,1,2,1,2,3,2,2,2,3,3,3, , , , , , ,2,4,1,2,5,2,5,2,2,4,3, , ,4,3,2,2,1,6,1,3,5,2,1,,2,6,2,1,1,4,3,1,1,5,1,4,3,1,1,6,1,2,3,2, ,2,7,1,1,4,1,2,3,1,1,4,2,0.466464643
